91,81,186,206,1.000000
91,81,186,206,0.992228
91,81,186,206,0.985038
91,81,186,206,0.993043
91,81,186,206,0.984494
91,81,186,206,0.937414
91,81,186,206,0.967166
91,81,186,206,0.978523
91,81,186,206,0.960726
91,81,186,206,0.951989
91,81,186,206,0.940467
91,81,186,206,0.945226
92,81,187,206,0.876369
93,80,188,204,0.917460
93,81,187,204,0.890637
94,80,188,203,0.889431
94,80,187,202,0.882646
95,81,187,201,0.798867
96,81,186,199,0.846975
97,78,186,195,0.775961
99,78,186,193,0.761043
104,81,184,187,0.847640
108,84,181,181,0.851042
112,87,180,177,0.770410
116,94,178,176,0.636801
118,97,178,176,0.602611
121,102,178,177,0.619464
123,105,178,177,0.692019
125,106,179,176,0.686448
126,105,179,174,0.659856
124,104,179,175,0.658028
122,101,180,176,0.656405
118,97,180,179,0.668451
114,87,182,177,0.785911
113,81,184,173,0.760529
111,78,185,174,0.740712
110,78,185,176,0.670998
110,79,186,178,0.688424
110,80,186,179,0.695161
109,80,185,180,0.718971
108,80,185,182,0.719265
107,80,184,182,0.739220
106,80,183,182,0.714883
106,80,182,181,0.698977
106,80,182,181,0.690090
106,81,182,182,0.693687
106,81,182,182,0.689806
106,81,182,181,0.694377
106,81,182,181,0.701709
106,81,182,181,0.724118
106,81,182,180,0.712307
106,80,182,180,0.709403
107,80,183,180,0.684719
107,80,183,181,0.732367
107,80,183,182,0.739321
107,80,183,182,0.751827
107,80,183,182,0.744816
107,81,183,183,0.765664
107,81,183,183,0.774263
107,81,183,183,0.771251
107,81,183,183,0.770516
107,81,183,183,0.771215
107,81,183,183,0.765514
107,81,183,183,0.759020
107,81,183,183,0.756805
107,81,183,183,0.764369
107,81,183,183,0.760672
107,81,183,183,0.755722
107,81,183,183,0.756653
107,81,183,183,0.751842
107,81,183,183,0.748789
107,81,183,183,0.725514
107,81,183,183,0.726328
107,81,183,183,0.731558
107,81,183,183,0.724287
107,81,183,183,0.727069
107,81,183,183,0.732379
107,81,183,183,0.743248
107,81,183,183,0.742299
107,81,183,183,0.733667
107,81,183,183,0.743079
107,81,183,183,0.743372
107,81,183,183,0.738979
107,81,183,183,0.729001
107,82,182,183,0.716179
107,83,181,182,0.745511
107,84,180,182,0.760218
107,84,180,182,0.750648
107,84,181,183,0.750035
107,84,181,182,0.750574
107,84,181,182,0.745409
107,84,181,183,0.746602
107,84,181,183,0.749039
107,84,181,183,0.748609
107,84,181,182,0.752246
107,84,181,183,0.755515
107,84,181,182,0.757100
107,84,181,182,0.765845
107,84,181,182,0.762918
107,84,181,182,0.765367
107,84,181,182,0.760801
107,84,180,181,0.762616
107,84,180,181,0.747376
107,84,180,181,0.747601
107,84,179,180,0.738478
107,84,179,179,0.706820
107,85,178,179,0.691901
107,85,177,178,0.688688
107,86,176,178,0.697969
107,86,175,177,0.639467
107,86,175,177,0.648145
107,86,175,177,0.642094
107,86,175,176,0.635532
107,86,175,176,0.663405
107,86,175,176,0.668150
107,86,175,176,0.662297
107,86,175,176,0.673121
107,86,176,177,0.674903
107,86,176,177,0.683064
107,86,176,177,0.698868
107,86,176,177,0.707229
107,86,176,177,0.718227
107,86,176,177,0.683909
107,86,176,177,0.681176
107,86,176,177,0.682436
107,86,176,177,0.681788
107,86,176,177,0.687529
107,86,176,177,0.685113
107,86,176,177,0.693569
107,86,176,177,0.675621
107,86,176,177,0.676714
107,86,176,177,0.672258
107,86,176,177,0.668118
107,86,176,177,0.667182
107,86,176,177,0.659731
107,86,176,177,0.664172
107,86,176,177,0.639699
107,86,176,177,0.631294
107,85,176,176,0.638425
107,85,176,176,0.637128
107,85,176,176,0.637753
107,84,176,175,0.638959
107,83,176,174,0.662674
107,81,176,172,0.683944
107,78,177,171,0.694493
106,76,177,171,0.693831
105,75,178,173,0.689711
102,74,176,173,0.685106
95,73,171,174,0.660693
89,71,165,172,0.665371
86,69,163,172,0.682898
84,68,163,174,0.689915
81,75,166,188,0.696394
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
139,75,211,170,0.721684
138,80,211,175,0.666108
136,80,211,179,0.650706
133,79,212,183,0.703156
131,80,210,184,0.695337
129,84,206,185,0.690096
128,84,208,189,0.667764
126,87,209,196,0.744127
122,87,204,195,0.759470
118,86,202,197,0.679979
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
